road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
rural,3,0.85,35,dim,rainy,False,False,afternoon,False,False,1,0.36
urban,1,0.98,35,dim,foggy,True,True,afternoon,False,False,0,0.44
rural,3,0.16,70,daylight,clear,True,False,afternoon,True,False,0,0.24
rural,4,0.54,45,night,clear,True,True,morning,False,True,2,0.34
rural,1,0.97,25,dim,rainy,True,False,evening,False,False,0,0.37
urban,2,0.16,60,night,rainy,False,False,afternoon,False,False,0,0.57
highway,1,0.19,35,daylight,foggy,False,False,afternoon,False,True,0,0.14
highway,2,0.93,70,night,clear,False,False,morning,False,True,1,0.61
urban,3,0.71,35,night,rainy,True,False,morning,True,False,0,0.52
highway,4,0.15,60,dim,rainy,False,False,morning,False,True,2,0.36
rural,4,0.39,25,dim,rainy,False,False,morning,False,True,1,0.21
highway,2,0.06,35,daylight,foggy,True,True,evening,True,False,0,0.11
rural,3,0.43,70,daylight,clear,False,False,evening,True,True,4,0.45
highway,4,0.78,70,daylight,rainy,True,True,morning,False,False,0,0.51
urban,3,0.55,45,dim,rainy,False,True,morning,False,False,1,0.28
highway,2,0.65,70,daylight,rainy,True,True,afternoon,True,True,1,0.5
highway,2,0.33,45,daylight,clear,False,True,evening,False,True,1,0.11
highway,1,0.16,25,dim,foggy,False,True,afternoon,True,False,2,0.2
urban,4,0.01,60,daylight,foggy,True,True,morning,True,False,2,0.33
highway,4,0.82,45,dim,clear,False,True,afternoon,False,True,1,0.15
urban,1,0.64,35,daylight,foggy,True,False,morning,True,False,1,0.33
rural,2,0.23,35,dim,foggy,False,True,evening,False,True,1,0.23
highway,2,0.42,60,night,rainy,True,True,afternoon,True,False,3,0.79
urban,2,0.8,70,dim,foggy,False,True,afternoon,False,True,0,0.61
urban,2,0.54,35,dim,rainy,False,True,afternoon,True,False,2,0.28
highway,3,0.3,45,dim,foggy,False,True,evening,True,True,2,0.2
rural,4,0.27,60,daylight,rainy,True,True,evening,True,True,1,0.36
urban,4,0.22,35,dim,clear,True,False,afternoon,True,True,2,0.0
highway,2,0.82,70,dim,clear,True,True,afternoon,True,False,1,0.47
rural,2,0.58,70,daylight,foggy,False,True,afternoon,True,True,3,0.57
urban,2,0.71,35,night,rainy,True,True,morning,True,False,3,0.57
urban,4,0.86,60,dim,clear,True,True,morning,True,False,3,0.6
rural,4,0.99,25,daylight,clear,False,True,morning,True,True,3,0.36
rural,2,0.25,35,night,foggy,True,False,evening,True,True,2,0.4
highway,3,0.18,70,dim,rainy,True,True,afternoon,True,False,0,0.35
highway,1,0.46,25,night,rainy,True,True,morning,True,False,4,0.6
urban,1,0.04,60,dim,clear,False,False,afternoon,False,False,0,0.3
rural,1,0.79,70,dim,foggy,True,True,evening,False,False,2,0.57
rural,4,0.88,60,night,clear,True,False,morning,True,True,2,0.62
rural,4,0.69,35,night,clear,True,False,afternoon,True,False,4,0.49
urban,1,0.27,60,night,foggy,False,False,evening,False,True,2,0.61
rural,1,0.12,70,dim,foggy,True,True,evening,True,True,3,0.42
rural,3,0.38,35,dim,foggy,False,True,morning,True,False,0,0.27
urban,4,0.83,70,daylight,rainy,True,False,evening,True,False,3,0.64
highway,4,0.35,70,daylight,foggy,False,False,evening,False,False,2,0.43
highway,1,0.03,25,daylight,foggy,True,True,morning,True,False,2,0.14
urban,3,0.27,45,dim,clear,True,True,afternoon,False,False,2,0.11
rural,3,0.99,60,night,foggy,False,False,evening,True,False,2,0.76
urban,1,0.68,60,daylight,foggy,False,False,afternoon,False,True,0,0.58
highway,1,0.9,25,dim,clear,True,True,afternoon,False,True,4,0.38
highway,4,0.77,60,night,rainy,True,False,afternoon,True,False,3,0.82
urban,1,0.54,25,daylight,foggy,True,False,morning,False,False,2,0.19
urban,2,0.15,60,night,clear,True,False,evening,False,False,2,0.37
highway,3,0.35,60,night,rainy,True,False,morning,True,False,0,0.57
urban,1,0.58,70,daylight,rainy,True,False,afternoon,False,False,0,0.44
highway,2,0.87,25,daylight,foggy,False,True,evening,True,True,4,0.4
urban,3,0.27,60,dim,rainy,False,True,afternoon,True,True,1,0.35
urban,2,0.12,45,night,foggy,False,True,afternoon,False,True,1,0.39
urban,2,0.56,25,daylight,rainy,False,True,morning,False,False,3,0.39
highway,1,0.18,25,daylight,rainy,True,False,morning,False,False,1,0.1
urban,3,0.61,25,night,rainy,False,True,evening,False,False,2,0.53
highway,2,0.26,70,night,foggy,False,False,evening,True,True,2,0.63
highway,4,0.23,25,night,rainy,False,True,afternoon,True,False,1,0.29
urban,3,0.4,70,daylight,clear,False,False,afternoon,True,False,3,0.49
urban,4,0.59,45,daylight,clear,True,False,afternoon,False,True,1,0.21
highway,1,0.55,35,dim,rainy,False,True,morning,False,False,1,0.32
highway,4,0.24,70,night,foggy,False,False,evening,False,True,1,0.52
rural,3,0.89,60,daylight,clear,True,False,morning,False,True,0,0.45
highway,2,0.11,25,daylight,rainy,True,True,morning,True,False,0,0.11
rural,2,0.04,35,night,clear,False,True,afternoon,False,False,1,0.18
rural,3,0.6,70,daylight,clear,False,False,afternoon,True,False,3,0.45
rural,2,0.12,60,night,clear,False,True,afternoon,True,True,2,0.39
urban,4,0.5,35,daylight,clear,True,False,morning,False,True,1,0.18
urban,2,0.95,45,night,clear,False,True,afternoon,False,True,2,0.49
highway,2,0.7,70,night,rainy,True,False,morning,True,False,1,0.77
rural,4,0.62,70,daylight,clear,True,True,morning,False,True,0,0.27
urban,4,0.57,45,night,rainy,False,True,morning,False,False,2,0.49
urban,4,0.18,70,dim,clear,False,True,evening,False,True,0,0.22
urban,1,0.43,25,dim,foggy,True,False,morning,False,True,1,0.21
urban,4,0.34,70,night,rainy,True,True,afternoon,True,True,0,0.59
urban,4,0.95,25,dim,foggy,True,True,afternoon,False,False,1,0.5
rural,1,0.24,70,daylight,foggy,True,False,evening,True,False,2,0.34
rural,2,0.47,60,daylight,clear,True,True,afternoon,True,True,1,0.37
rural,4,0.94,60,night,clear,True,False,afternoon,False,False,1,0.77
rural,3,0.79,35,daylight,clear,False,True,afternoon,False,False,1,0.18
highway,4,0.96,60,daylight,clear,False,True,evening,False,False,3,0.59
rural,4,0.61,45,dim,clear,False,True,morning,False,True,1,0.12
urban,1,0.33,35,daylight,foggy,False,False,evening,False,True,0,0.16
rural,3,0.83,60,daylight,foggy,True,True,evening,True,False,3,0.67
highway,2,0.29,25,dim,clear,True,False,afternoon,False,True,4,0.18
urban,2,0.16,70,night,clear,False,True,afternoon,True,False,2,0.36
rural,3,0.71,60,night,rainy,False,True,evening,False,True,1,0.74
rural,4,0.64,25,dim,rainy,False,False,morning,True,False,0,0.38
rural,1,0.88,35,dim,foggy,False,False,evening,True,False,1,0.39
urban,3,0.96,70,daylight,foggy,False,True,morning,True,True,1,0.56
urban,3,0.86,60,daylight,foggy,True,False,afternoon,True,False,1,0.51
highway,2,0.06,35,night,clear,True,False,evening,True,False,1,0.22
urban,1,0.66,60,night,foggy,False,True,morning,False,False,2,0.65
urban,3,0.78,35,dim,foggy,False,False,evening,False,False,2,0.4
rural,1,0.98,60,daylight,foggy,False,False,evening,False,False,1,0.58
urban,4,0.37,25,dim,rainy,False,True,afternoon,False,False,0,0.13
rural,2,0.17,45,night,foggy,False,True,morning,True,True,1,0.33
rural,4,0.85,25,night,foggy,False,False,morning,True,True,4,0.62
urban,1,0.32,70,dim,rainy,False,False,morning,False,True,1,0.44
highway,4,0.6,60,daylight,foggy,False,False,morning,False,False,1,0.5
highway,2,0.39,45,daylight,clear,True,True,morning,False,True,0,0.12
urban,1,0.4,45,dim,rainy,False,False,afternoon,False,False,1,0.19
highway,3,0.73,70,night,foggy,False,True,evening,True,False,3,0.73
rural,4,0.36,70,dim,rainy,False,True,afternoon,False,False,2,0.48
rural,2,0.69,45,dim,foggy,True,False,evening,True,True,3,0.41
urban,3,0.01,70,daylight,foggy,False,False,morning,False,False,4,0.48
highway,2,0.32,70,night,rainy,True,False,afternoon,False,True,0,0.61
highway,1,0.32,60,night,clear,False,False,evening,True,False,0,0.45
rural,1,0.75,25,daylight,rainy,True,False,evening,True,True,1,0.35
urban,4,0.31,35,night,clear,True,True,evening,False,False,3,0.33
highway,2,0.63,45,night,clear,False,False,morning,True,False,2,0.3
urban,2,0.69,35,daylight,rainy,False,False,afternoon,False,True,1,0.34
highway,2,0.66,45,night,foggy,False,True,evening,True,False,1,0.47
rural,1,0.6,45,night,clear,True,True,morning,True,True,0,0.45
rural,4,0.41,25,dim,rainy,True,True,afternoon,True,True,1,0.17
urban,2,0.37,45,night,foggy,False,True,evening,True,False,1,0.49
rural,2,0.56,45,dim,foggy,True,True,morning,True,True,0,0.32
highway,3,0.06,25,dim,foggy,False,False,evening,True,True,0,0.15
rural,2,0.88,70,dim,rainy,True,True,morning,True,False,0,0.55
urban,4,0.83,35,daylight,rainy,False,True,afternoon,True,False,1,0.36
urban,3,0.35,45,daylight,foggy,False,True,evening,False,True,3,0.35
urban,3,0.57,25,night,foggy,True,False,morning,False,False,3,0.59
highway,3,0.93,45,dim,foggy,True,True,morning,False,False,3,0.52
highway,1,0.27,25,night,foggy,True,False,morning,False,False,1,0.4
highway,3,0.74,35,night,rainy,True,False,afternoon,True,False,1,0.5
highway,2,0.08,60,night,foggy,True,False,morning,True,True,2,0.61
highway,1,0.52,70,night,clear,False,False,evening,False,False,1,0.65
rural,1,0.88,60,night,clear,False,False,afternoon,True,False,2,0.73
highway,1,0.55,25,dim,rainy,True,True,evening,False,True,4,0.38
highway,1,0.62,45,dim,clear,True,False,morning,False,True,2,0.18
rural,1,0.91,70,dim,clear,True,False,morning,False,True,2,0.53
highway,1,0.72,35,dim,clear,False,True,evening,False,True,0,0.21
urban,1,0.7,70,daylight,rainy,False,True,evening,True,True,1,0.45
highway,3,0.59,45,dim,clear,False,False,afternoon,True,True,0,0.17
highway,4,0.63,60,dim,foggy,False,True,morning,False,True,1,0.53
urban,2,0.8,25,dim,clear,False,False,afternoon,True,True,2,0.25
urban,2,0.98,60,daylight,clear,False,True,morning,True,False,1,0.49
urban,3,0.8,70,night,clear,False,False,evening,True,False,2,0.6
urban,3,0.71,45,daylight,foggy,True,False,afternoon,False,False,2,0.24
highway,1,0.14,25,dim,rainy,False,False,morning,False,False,1,0.12
urban,4,0.82,45,dim,rainy,False,True,evening,True,True,3,0.46
urban,1,0.74,45,daylight,clear,False,True,afternoon,True,True,2,0.19
rural,3,0.77,70,night,foggy,False,True,afternoon,True,True,3,0.84
urban,1,0.23,60,daylight,clear,True,True,afternoon,False,False,1,0.3
urban,2,0.9,45,daylight,rainy,True,False,evening,False,True,2,0.41
rural,2,0.1,45,dim,rainy,True,True,afternoon,False,True,3,0.24
rural,1,0.25,45,daylight,foggy,True,True,morning,True,False,3,0.21
highway,4,0.66,25,daylight,foggy,False,False,evening,True,False,0,0.32
rural,1,0.67,45,daylight,rainy,True,False,afternoon,False,True,2,0.29
highway,1,0.31,45,daylight,rainy,False,True,evening,False,False,1,0.08
rural,4,0.7,70,daylight,rainy,True,False,morning,False,False,1,0.49
rural,4,0.39,45,daylight,clear,True,True,afternoon,False,False,2,0.21
highway,4,0.0,45,dim,rainy,True,True,evening,False,True,1,0.11
rural,2,0.16,70,dim,rainy,False,True,evening,True,True,2,0.38
highway,1,0.88,25,dim,foggy,True,False,morning,False,False,1,0.44
rural,3,0.22,60,dim,rainy,True,False,morning,True,True,2,0.38
urban,4,0.11,70,daylight,rainy,True,False,evening,False,False,0,0.33
rural,4,0.68,25,daylight,foggy,False,False,afternoon,True,True,1,0.23
highway,1,0.44,60,daylight,rainy,False,False,afternoon,False,False,1,0.43
rural,3,0.8,45,daylight,foggy,False,True,evening,False,False,0,0.32
highway,1,0.86,70,dim,foggy,False,True,morning,True,True,2,0.58
highway,1,0.85,45,dim,foggy,False,False,afternoon,False,False,2,0.33
urban,4,0.31,70,daylight,foggy,True,True,afternoon,False,True,2,0.36
urban,4,0.51,60,daylight,foggy,False,True,morning,False,True,1,0.34
highway,2,0.65,25,daylight,foggy,True,False,morning,False,False,2,0.34
rural,3,0.32,70,daylight,foggy,False,False,morning,False,True,1,0.34
highway,3,0.04,25,night,rainy,True,False,evening,False,False,2,0.34
highway,4,0.5,45,night,clear,False,True,evening,True,True,1,0.41
rural,4,0.01,45,night,rainy,True,False,evening,False,True,2,0.26
rural,4,0.95,60,night,foggy,False,True,morning,False,False,0,0.87
rural,3,0.8,60,daylight,foggy,False,False,evening,True,False,0,0.55
rural,2,0.19,35,daylight,rainy,False,False,morning,True,True,0,0.18
highway,3,0.29,35,daylight,clear,True,False,evening,True,False,0,0.07
highway,4,0.98,60,night,rainy,False,False,evening,True,True,1,0.77
urban,4,0.37,45,night,rainy,True,False,afternoon,False,True,2,0.32
highway,2,0.78,25,daylight,rainy,True,True,morning,True,False,0,0.43
rural,1,0.45,60,night,clear,False,True,afternoon,True,False,0,0.43
urban,1,0.86,25,dim,foggy,True,False,morning,False,True,1,0.28
rural,3,0.7,35,night,clear,False,False,evening,True,True,1,0.4
highway,1,0.02,25,night,rainy,True,True,evening,False,True,2,0.3
urban,1,0.29,60,night,rainy,False,False,evening,False,False,0,0.5
rural,3,0.56,45,night,clear,True,False,morning,False,True,2,0.34
urban,4,0.93,60,daylight,clear,True,True,morning,True,True,1,0.45
urban,1,0.1,70,dim,foggy,False,True,evening,False,True,0,0.31
highway,4,0.6,70,daylight,foggy,False,True,afternoon,True,False,1,0.53
rural,3,0.3,70,night,clear,True,True,evening,True,False,2,0.56
urban,4,0.89,45,night,foggy,True,True,evening,True,False,1,0.65
urban,4,0.77,60,night,rainy,False,False,evening,False,True,3,0.86
rural,3,0.37,70,night,clear,True,True,evening,True,True,1,0.44
urban,4,0.17,60,night,foggy,True,True,afternoon,True,False,1,0.58
urban,1,0.01,35,dim,rainy,True,True,afternoon,True,True,2,0.13
urban,1,0.62,70,daylight,clear,True,True,afternoon,True,True,2,0.41
rural,1,0.41,70,night,foggy,True,True,morning,False,True,1,0.66
rural,1,0.31,45,dim,rainy,False,False,evening,True,False,1,0.16
rural,4,0.99,60,daylight,clear,True,False,morning,False,False,0,0.43
rural,1,0.47,45,daylight,foggy,False,True,evening,True,True,2,0.18
highway,4,0.75,45,daylight,rainy,True,False,afternoon,False,False,4,0.39
urban,2,0.18,60,night,rainy,False,False,evening,False,False,2,0.54
rural,4,0.01,35,night,rainy,False,False,afternoon,False,False,0,0.32
urban,1,0.42,60,dim,rainy,False,False,evening,True,False,0,0.39
urban,2,0.67,35,dim,clear,True,False,evening,False,True,2,0.27
highway,3,0.51,45,daylight,rainy,True,True,afternoon,True,True,1,0.25
rural,4,0.89,35,night,clear,False,False,evening,False,True,4,0.54
rural,1,0.43,35,daylight,clear,True,True,afternoon,False,True,1,0.19
urban,1,0.31,35,daylight,foggy,False,True,afternoon,True,False,2,0.17
rural,1,0.92,70,dim,clear,False,False,evening,False,True,1,0.44
urban,3,0.41,70,night,rainy,True,True,afternoon,False,False,1,0.69
urban,2,0.27,45,dim,clear,True,True,morning,True,True,0,0.09
highway,2,0.1,60,night,clear,True,False,morning,False,False,0,0.54
highway,1,0.79,35,daylight,foggy,True,True,evening,False,True,1,0.28
highway,4,0.83,70,daylight,clear,False,False,afternoon,True,False,0,0.38
urban,1,0.03,60,daylight,foggy,False,False,morning,True,True,1,0.32
rural,1,0.36,35,night,clear,True,True,morning,False,True,3,0.5
highway,4,0.75,60,daylight,foggy,False,False,afternoon,True,False,1,0.49
rural,1,0.95,25,night,clear,True,False,morning,True,False,0,0.49
highway,3,0.38,35,night,rainy,False,False,morning,True,True,3,0.49
highway,1,0.87,60,dim,clear,True,False,evening,False,True,0,0.44
urban,3,0.39,35,daylight,foggy,True,False,evening,True,False,1,0.24
highway,1,0.18,35,dim,foggy,False,False,afternoon,True,True,2,0.11
highway,2,0.0,25,night,rainy,True,False,afternoon,True,False,1,0.22
urban,4,0.33,60,daylight,rainy,False,True,morning,True,False,1,0.42
rural,2,0.38,45,daylight,foggy,False,False,evening,False,False,3,0.3
highway,1,0.95,70,night,rainy,False,False,afternoon,False,True,1,0.83
urban,1,0.21,35,daylight,clear,True,False,morning,True,True,0,0.11
highway,3,0.38,35,night,clear,False,True,evening,False,False,1,0.26
urban,1,0.03,35,daylight,rainy,False,True,afternoon,True,True,1,0.1
rural,1,0.76,35,daylight,clear,True,False,evening,False,False,2,0.25
rural,1,0.92,70,night,clear,True,False,morning,False,False,1,0.72
urban,2,0.24,45,dim,rainy,True,False,morning,True,False,2,0.24
urban,3,0.43,25,night,foggy,False,True,morning,True,False,1,0.46
urban,2,0.12,45,daylight,clear,False,True,evening,True,True,2,0.08
rural,3,0.46,70,night,rainy,False,False,afternoon,True,False,1,0.68
highway,2,0.13,60,night,foggy,True,True,afternoon,True,True,0,0.63
rural,1,0.52,25,night,clear,True,False,morning,False,False,1,0.24
urban,2,0.73,25,daylight,clear,False,False,morning,True,False,3,0.42
urban,2,0.55,60,dim,rainy,True,False,morning,True,True,0,0.47
rural,3,0.25,35,dim,clear,False,True,morning,False,False,1,0.0
urban,3,0.35,70,daylight,foggy,True,True,evening,True,True,3,0.52
rural,2,0.64,60,dim,rainy,True,True,morning,False,True,2,0.47
urban,3,0.59,45,night,rainy,True,False,morning,False,False,0,0.5
highway,3,0.14,45,night,rainy,True,False,afternoon,True,True,4,0.55
highway,3,0.84,60,dim,rainy,False,True,evening,True,False,1,0.49
urban,4,0.48,70,dim,foggy,False,False,morning,True,False,2,0.48
rural,3,0.16,25,dim,foggy,False,True,evening,False,False,1,0.17
highway,4,0.12,25,night,foggy,False,True,morning,True,True,1,0.32
rural,4,0.97,35,night,foggy,False,False,evening,False,False,1,0.53
urban,3,0.28,70,daylight,foggy,True,True,morning,True,True,1,0.4
rural,2,0.91,45,daylight,foggy,True,False,morning,True,False,0,0.3
highway,3,0.41,45,night,rainy,True,False,evening,False,False,2,0.39
rural,1,0.39,35,night,rainy,True,False,morning,False,True,2,0.38
rural,2,0.7,45,daylight,rainy,False,True,morning,False,False,2,0.32
urban,4,0.01,35,daylight,foggy,False,True,evening,True,True,1,0.05
urban,4,0.34,35,night,rainy,True,True,afternoon,False,True,2,0.39
urban,2,0.3,60,dim,foggy,False,True,afternoon,True,False,0,0.4
highway,2,0.87,25,night,rainy,False,False,morning,True,True,2,0.69
highway,3,0.53,70,dim,foggy,False,True,evening,False,True,3,0.47
urban,4,0.36,70,night,foggy,True,True,afternoon,True,True,2,0.65
urban,1,0.27,25,daylight,foggy,False,False,evening,True,False,1,0.22
highway,3,0.59,70,daylight,clear,True,False,afternoon,True,False,0,0.39
highway,2,0.15,45,daylight,clear,False,False,morning,False,False,1,0.0
highway,4,0.25,45,night,foggy,True,False,evening,True,False,2,0.44
highway,2,0.29,70,night,rainy,True,True,morning,False,True,4,0.69
urban,2,0.61,60,night,foggy,True,False,morning,False,True,2,0.7
highway,2,0.37,70,dim,foggy,True,True,morning,True,False,2,0.37
urban,3,0.51,35,night,clear,True,True,evening,True,False,2,0.36
rural,1,0.65,35,dim,foggy,False,True,afternoon,True,True,2,0.34
rural,1,0.96,25,dim,clear,True,False,morning,True,True,3,0.41
highway,4,0.76,45,dim,rainy,False,False,evening,False,True,0,0.31
rural,2,0.41,60,daylight,rainy,False,True,afternoon,False,True,2,0.46
rural,1,0.75,70,dim,rainy,True,True,morning,False,False,1,0.55
rural,2,0.95,35,dim,foggy,False,False,afternoon,False,True,2,0.35
highway,4,0.5,45,daylight,clear,False,False,afternoon,False,True,2,0.08
highway,2,0.41,45,dim,foggy,False,True,evening,False,False,2,0.29
rural,1,0.08,60,night,rainy,True,True,evening,True,True,0,0.55
urban,2,0.89,60,night,foggy,False,False,evening,False,False,2,0.88
rural,1,0.25,60,daylight,clear,False,False,afternoon,True,False,5,0.47
highway,4,0.06,60,daylight,clear,True,True,afternoon,False,False,2,0.21
